gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpSAUR2	SMALL AUXIN UPREGULATED 2		Auxin responsive protein	Genome paper: MpSAUR2 Mapoly0016s0123	Mapoly0016s0123; Mp6g10840				Public
MpSAUR3	SMALL AUXIN UPREGULATED 3		Auxin responsive protein	Genome paper: MpSAUR3 Mapoly0060s0079	Mapoly0060s0079; Mp6g08420				Public
MpSAUR4	SMALL AUXIN UPREGULATED 4		Auxin responsive protein	Genome paper: MpSAUR4 Mapoly0047s0021	Mapoly0047s0021; Mp6g13700				Public
MpSAUR5	SMALL AUXIN UPREGULATED 5		Auxin responsive protein	Genome paper: MpSAUR5 Mapoly0034s0008	Mapoly0034s0008; Mp6g05100				Public
MpSAUR6	SMALL AUXIN UPREGULATED 6		Auxin responsive protein	Genome paper: MpSAUR6 Mapoly0148s0036	Mapoly0148s0036; Mp4g16840				Public
MpSAUR7	SMALL AUXIN UPREGULATED 7		Auxin responsive protein	Genome paper: MpSAUR7 Mapoly0034s0006	Mapoly0034s0006; Mp6g05120				Public
MpSAUR8	SMALL AUXIN UPREGULATED 8		Auxin responsive protein	Genome paper: MpSAUR8 Mapoly0002s0080	Mapoly0002s0080; Mp1g27980				Public
MpSAUR9	SMALL AUXIN UPREGULATED 9		Auxin responsive protein	Genome paper: MpSAUR9 Mapoly0002s0081	Mapoly0002s0081; Mp1g27970				Public
MpSAUR10	SMALL AUXIN UPREGULATED 10		Auxin responsive protein	Genome paper: MpSAUR10 Mapoly0002s0082	Mapoly0002s0082; Mp1g27960				Public
MpSAUR11	SMALL AUXIN UPREGULATED 11		Auxin responsive protein	Genome paper: MpSAUR11 Mapoly0002s0083	Mapoly0002s0083; Mp1g27950				Public
MpSAUR12	SMALL AUXIN UPREGULATED 12		Auxin responsive protein	Genome paper: MpSAUR12 Mapoly0002s0084	Mapoly0002s0084; Mp1g27940				Public
MpSAUR13	SMALL AUXIN UPREGULATED 13		Auxin responsive protein	Genome paper: MpSAUR13 Mapoly0002s0085	Mapoly0002s0085; Mp1g27930				Public
MpSAUR14	SMALL AUXIN UPREGULATED 14		Auxin responsive protein	Genome paper: MpSAUR14 Mapoly0002s0086	Mapoly0002s0086; Mp1g27920				Public
MpSAWADEE	SAWADEE		Homeodomain protein	Genome paper Mapoly0006s0154	Mapoly0006s0154; Mp3g06860				Public
MpSEC1A	SECretory 1A		SM (Sec1/Munc-18) family protein	SM protein potentially involved in docking and fusion of secretory vesicle					Public
MpSEC1B	SECretory 1B		SM (Sec1/Munc-18) family protein	SM protein potentially involved in docking and fusion of secretory vesicle					Public
MpSEC20	Secretion 20		Ortholog of Arabidopsis SEC20 gene	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSEC20 driven by the cauliflower mosaic virus 35S promoter is localized to the endoplasmic reticulum.	Mapoly0019s0137; Mp1g13670	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSEC22	Secretion 22		Ortholog of Arabidopsis SEC22 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSEC22 driven by the cauliflower mosaic virus 35S promoter is localized to the endoplasmic reticulum.	Mapoly0023s0071; Mp2g11050	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSFT1	Suppressor of sed5 ts		Ortholog of Arabidopsis SFT1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSFT1 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0006s0109; Mp3g06390	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSGK	SERUM AND GLUCOCORTICOID-INDUCIBLE KINASE		AGC kinase SGK						Public
MpSIG1	Plastid-encoded plastid RNA polymerase sigma factor 1		Ortholog of Arabidopsis SIG1 gene	The T-DNA inserted mutant (Mpsig1) shows no visible phenotypes, however, the transcript accumulation of petL, psaA, psbB, psbK, and psbE operons is downregulated in the mutant. Although MpSIG1 and MpSIG2 redundantly function, MpSIG1 overexpression drastically up-regulates the ndhF transcript level. Citrine fused with the amino terminal sequence of MpSIG1 is transferred to chloroplasts. MpSIG1 transcript is induced by light illumination.	Mapoly0009s0187; Mp7g15030	Ueda et al., Genome Biol. Evol. 5, 1836-1848 (2013). PMID: 24025801; Kanazawa et al., Plant Cell Physiol. 54, 1736-1748 (2013). PMID: 23975891	PMID: 24025801; PMID: 23975891		Published
MpSIG2	Plastid-encoded plastid RNA polymerase sigma factor 2		Ortholog of Arabidopsis SIG2 gene	MpSIG2 overexpression has an effect similar to that of MpSIG1 overexpression on the transcript levels of chloroplast genes. Citrine fused with the amino terminal sequence of MpSIG2 is transferred to chloroplasts. MpSIG2 transcript is induced by dark shift and decreased by light illumination.	Mapoly0214s0004; Mp4g13380	Ueda et al., Genome Biol. Evol. 5, 1836-1848 (2013). PMID: 24025801; Kanazawa et al., Plant Cell Physiol. 54, 1736-1748 (2013). PMID: 23975891	PMID: 24025801; PMID: 23975891		Published
MpSIG5	Plastid-encoded plastid RNA polymerase sigma factor 5		Ortholog of Arabidopsis SIG5 gene	Citrine fused with the amino terminal sequence of MpSIG5 is transferred to chloroplasts. MpSIG5 transcript is decreased by dark shift, and transiently induced by light illumination, especially blue-light irradiation. Various environmental stresses such as high light, low temperature, high osmolarity, high saline, and ROS, transiently induce MpSIG5 transcript. SIG5 genes are conserved among embryophyte and a part of charophytes including Klebsormidium flaccidum.	Mapoly0007s0213; Mp3g02240	Ueda et al., Genome Biol. Evol. 5, 1836-1848 (2013). PMID: 24025801; Kanazawa et al., Plant Cell Physiol. 54, 1736-1748 (2013). PMID: 23975891	PMID: 24025801; PMID: 23975891		Published
MpSIGX	Plastid-encoded plastid RNA polymerase sigma factor X		Similar gene of Arabidopsis plastid RNA polymerase sigma factor genes	Citrine fused with the amino terminal sequence of MpSIGX is transferred to chloroplasts. MpSIGX transcript is induced by light illumination. The gene has low similarity compared with other SIG genes of embryophyte, suggesting that MpSIGX might specifically function in the liverwort.	Mapoly0007s0071; Mp3g00750	Kanazawa et al., Plant Cell Physiol. 54, 1736-1748 (2013). PMID: 23975891	PMID: 23975891		Published
MpSLY1	Suppressor of Loss of Ypt1		SM (Sec1/Munc-18) family protein	SM protein potentially involved in ER/Golgi vesicle trafficking					Public
MpSNAP	Soluble N-ethylmaleimide-sensitive factor adaptor protein		Ortholog of Arabidopsis SNAP genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSNAP driven by the cauliflower mosaic virus 35S promoter is localized to the cytosol.	Mapoly0199s0021; Mp7g06700	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSNRK2A	MpSnRK2A		SNF1-related protein kinase2		Mapoly0061s0075.1; Mp1g24460.1				Public
MpSNRK2B	MpSnRK2B		SNF1-related protein kinase2		Mapoly0011s0096.1; Mp4g11110.1				Public
MpSPA1	suppressor of phyA-105 1		A signaling protein of multiple light signaling						Public
MpSPL1	SQUAMOSA PROMOTER BINDING-LIKE1		SQUAMOSA PROMOTER BINDING-LIKE, transcription factor						Public
MpSPL2	SQUAMOSA PROMOTER BINDING-LIKE2		SQUAMOSA PROMOTER BINDING-LIKE, transcription factor		Mapoly0014s0223; Mp1g10030	Tsuzuki et al. Curr. Biol. 29(19):3307-3314 (2019).	31543452	10.1016/j.cub.2019.07.084	Published
MpSPL3	MpSPL3		transcription factor, SPL						Public
MpSPL4	MpSPL4		transcription factor, SPL						Public
MpSUT2	SUCROSE TRANSPORTER 2		sucrose transporter	Proton-coupled sucrose symporter	Mapoly0037s0109.1; Mp3g10870.1				Public
MpSUT4	SUCROSE TRANSPORTER 4		sucrose transporter	proton-coupled sucrose symporter	Mapoly0009s0099.1; Mp7g14140.1				Public
MpSYP12A	Syntaxin of plant 12A		Common ortholog of both Arabidopsis SYP11 and SYP12 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Monomeric-Citrine-tagged MpSYP12A under the regulation of its own regulatory elements is localized to the plasma membrane.	Mapoly0163s0015; Mp6g00050	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP12B	Syntaxin of plant 12B		Common ortholog of both Arabidopsis SYP11 and SYP12 genes	The transcript is detected in thalli, antheridiophores, and archegoniophores. Monomeric-Citrine-tagged MpSYP12B under the regulation of its own regulatory elements is expressed in oil body cells and localized to the envelopes of oil bodies and the plasma membrane.	Mapoly0101s0013; Mp4g20670	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP13A	Syntaxin of plant 13A		Ortholog of Arabidopsis SYP13 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Monomeric-Citrine-tagged MpSYP13A under the regulation of its own regulatory elements is localized to the plasma membrane and the envelopes of oil bodies.	Mapoly0009s0005; Mp7g13190	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP13B	Syntaxin of plant 13B		Ortholog of Arabidopsis SYP13 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Monomeric-Citrine-tagged MpSYP13B under the regulation of its own regulatory elements is localized to the plasma membrane.	Mapoly0055s0091; Mp2g19600	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP2	Syntaxin of plant 2		Ortholog of Arabidopsis SYP2 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Monomeric-Citrine-tagged MpSYP2 under the regulation of its own regulatory elements is localized to the vacuolar membrane.	Mapoly0187s0013; Mp8g15260	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP3	Syntaxin of plant 3		Ortholog of Arabidopsis SYP3 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSYP3 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0036s0047; Mp1g08030	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP4	Syntaxin of plant 4		Ortholog of Arabidopsis SYP4 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSYP4 driven by the cauliflower mosaic virus 35S promoter is localized to the trans-Golgi network.	Mapoly0042s0041; Mp2g14140	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP5	Syntaxin of plant 5		Ortholog of Arabidopsis SYP5 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSYP5 driven by the cauliflower mosaic virus 35S promoter is localized to the vacuolar membrane.	Mapoly0004s0228; Mp3g14430	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP6A	Syntaxin of plant 6A		Ortholog of Arabidopsis SYP61 gene	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSYP6A driven by the cauliflower mosaic virus 35S promoter is localized to the trans-Golgi network and the plasma membrane.	Mapoly0140s0004; Mp3g18380	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP6B	Syntaxin of plant 6B		Ortholog of Arabidopsis SYP61 gene	The transcript is detected in antheridiophores. Citrine-tagged MpSYP6B driven by the cauliflower mosaic virus 35S promoter is localized to the trans-Golgi network in thallus cells.	Mapoly0079s0013; Mp8g16010	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP7A	Syntaxin of plant 7A		Ortholog of Arabidopsis SYP7 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings.	Mapoly0014s0021; Mp1g12070	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP7B.1	Syntaxin of plant 7B		Ortholog of Arabidopsis SYP7 genes	Two splicing variants are detected from this locus. The transcript is detected in antheridiophores. Citrine-tagged MpSYP7B.1 (LC018472) driven by the cauliflower mosaic virus 35S promoter is localized to the endoplasmic reticulum.	Mapoly0001s0062.1; Mp1g17220.1	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP7B.2	Syntaxin of plant 7B		Ortholog of Arabidopsis SYP7 genes	Two splicing variants are detected from this locus. The transcript is detected in antheridiophores. Citrine-tagged MpSYP7B.1 (LC018472) driven by the cauliflower mosaic virus 35S promoter is localized to the endoplasmic reticulum.	Mapoly0001s0062.2; Mp1g17220.2	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpSYP8	Syntaxin of plant 8		Ortholog of Arabidopsis SYP81 gene	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpSYP8 driven by the cauliflower mosaic virus 35S promoter is localized to punctate domains on the endoplasmic reticulum.	Mapoly0024s0083; Mp3g23060	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpTAA	TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS		Aminotransferase	Genome paper Mapoly0032s0124	Mapoly0032s0124; Mp5g14320				Public
MpTCP1	Class I (TCP-P) TCP gene1		bHLH transcription factor	Genome paper TCP1: Mapoly0068s0102.1	Mapoly0068s0102.1; Mp7g09490.1	in prep.			Public
MpTCP2	Class II (TCP-C) TCP gene2		bHLH transcription factor	Genome paper TCP2: Mapoly0001s0298.1	Mapoly0001s0298.1; Mp1g19590.1	in prep.			Public
MpTDR	TDIF RECEPTOR		leucine rich repeat receptor kinase	Genome paper Mapoly0096s0005 MpTDR	Mapoly0096s0005; Mp1g09960				Public
MpTEMPL	TEMPLATE FOR REGISTRATION		PROTEIN NAME	This is Template for Symbol.		YOURNAME et. al., JOURNAL-NAME YEAR VOL:123-30. PMID/DOI/PMC: 12345	PMC: 1235		Published
MpTIR1	TANSPORT INHIBITOR RESPONSE1		Auxin receptor in a TIR1/AFB family	MpTIR1 showed similarity to TIR1/AFB of Arabidopsis.	Mapoly0035s0062; Mp6g02750	Kato et al. PLoS Genet. 11, e1005084 (2015).; Flores-Sandval et al, PLoS Genet. 11, e1005207 (2015).	26020919; 26020649	10.1371/journal.pgen.1005084; 10.1371/journal.pgen.1005207	Published
MpTOMOSYN11	Tomo of syntaxin 11		Ortholog of Arabidopsis TOMOSYN1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpTOMOSYN11 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0063s0003; Mp8g09160	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpTOMOSYN12	Tomo of syntaxin 12		Ortholog of Arabidopsis TOMOSYN1 genes	The transcript is detected in thalli, antheridiophores, and archegoniophores.	Mapoly0207s0009; Mp2g24710	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpTPL	TOPLESS		Protein binding	Genome paper Mapoly0051s0078	Mapoly0051s0078; Mp7g17410				Public
MpTPS	terpene synthase		typical plant terpene synthase						Public
MpTRIHELIX1	MpTrihelix1		transcription factor, Trihelix		Mapoly0001s0020.1; Mp1g16790.1				Public
MpTRIHELIX10	MpTrihelix10		transcription factor, Trihelix		Mapoly0013s0135.1; Mp8g06550.1				Public
MpTRIHELIX11	MpTrihelix11		transcription factor, Trihelix		Mapoly0015s0121.1; Mp2g08360.1				Public
MpTRIHELIX12	MpTrihelix12		transcription factor, Trihelix		Mapoly0025s0112.1; Mp2g25660.1				Public
MpTRIHELIX13	MpTrihelix13		transcription factor, Trihelix		Mapoly0032s0097.1; Mp5g14070.1				Public
MpTRIHELIX14	MpTrihelix14		transcription factor, Trihelix		Mapoly0037s0099.1; Mp3g10970.1				Public
MpTRIHELIX15	MpTrihelix15		transcription factor, Trihelix		Mapoly0037s0113.1; Mp3g10830.1				Public
MpTRIHELIX16	MpTrihelix16		transcription factor, Trihelix		Mapoly0037s0146.1; Mp3g10500.1				Public
MpTRIHELIX17	MpTrihelix17		transcription factor, Trihelix		Mapoly0041s0104.1; Mp4g18230.1				Public
MpTRIHELIX18	MpTrihelix18		transcription factor, Trihelix		Mapoly0043s0010.1; Mp1g06180.1				Public
MpTRIHELIX19	MpTrihelix19		transcription factor, Trihelix		Mapoly0051s0029.1; Mp7g16910.1				Public
MpTRIHELIX2	MpTrihelix2		transcription factor, Trihelix		Mapoly0001s0312.1; Mp1g19730.1				Public
MpTRIHELIX20	MpTrihelix20		transcription factor, Trihelix		Mapoly0056s0059.1; Mp6g15470.1				Public
MpTRIHELIX21	MpTrihelix21		transcription factor, Trihelix		Mapoly0057s0042.1; Mp7g06290.1				Public
MpTRIHELIX22	MpTrihelix22		transcription factor, Trihelix		Mapoly0065s0047.1; Mp1g23310.1				Public
MpTRIHELIX23	MpTrihelix23		transcription factor, Trihelix		Mapoly0086s0081.1; Mp5g08810.1				Public
MpTRIHELIX24	MpTrihelix24		transcription factor, Trihelix		Mapoly0107s0039.1; Mp1g29240.1				Public
MpTRIHELIX25	MpTrihelix25		transcription factor, Trihelix		Mapoly0113s0052.1; Mp1g03040.1				Public
MpTRIHELIX26	MpTrihelix26		transcription factor, Trihelix		Mapoly0113s0058.1; Mp1g03100.1				Public
MpTRIHELIX27	MpTrihelix27		transcription factor, Trihelix		Mapoly0119s0048.1; Mp4g15240.1				Public
MpTRIHELIX28	MpTrihelix28		transcription factor, Trihelix		Mapoly0122s0030.1; Mp2g16340.1				Public
MpTRIHELIX29	MpTrihelix29		transcription factor, Trihelix		Mapoly0130s0023.1; Mp2g02150.1				Public
MpTRIHELIX3	MpTrihelix3		transcription factor, Trihelix		Mapoly0002s0032.1; Mp1g28480.1				Public
MpTRIHELIX30	MpTrihelix30		transcription factor, Trihelix		Mapoly0130s0035.1; Mp2g02280.1				Public
MpTRIHELIX31	MpTrihelix31		transcription factor, Trihelix		Mapoly0132s0016.1; Mp4g09730.1				Public
MpTRIHELIX32	MpTrihelix32		transcription factor, Trihelix		Mapoly0142s0034.1; Mp3g18590.1				Public
MpTRIHELIX33	MpTrihelix33		transcription factor, Trihelix		Mapoly0155s0008.1; Mp8g08100.1				Public
MpTRIHELIX34	MpTrihelix34		transcription factor, Trihelix		Mapoly0159s0017.1; Mp3g20870.1				Public
MpTRIHELIX35	MpTrihelix35		transcription factor, Trihelix		Mapoly0159s0028.1; Mp3g20980.1				Public
MpTRIHELIX36	MpTrihelix36		transcription factor, Trihelix		Mapoly0178s0023.1; Mp3g24320.1				Public
MpTRIHELIX37	MpTrihelix37		transcription factor, Trihelix		Mapoly0184s0008.1; Mp6g17420.1				Public
MpTRIHELIX38	MpTrihelix38		transcription factor, Trihelix		Mapoly0229s0008.1; Mp5g14820.1				Public
MpTRIHELIX4	MpTrihelix4		transcription factor, Trihelix		Mapoly0002s0172.1; Mp1g27060.1				Public
MpTRIHELIX5	MpTrihelix5		transcription factor, Trihelix		Mapoly0002s0204.1; Mp1g26740.1				Public
MpTRIHELIX6	MpTrihelix6		transcription factor, Trihelix		Mapoly0003s0164.1; Mp7g11500.1				Public
MpTRIHELIX7	MpTrihelix7		transcription factor, Trihelix		Mapoly0003s0288.1; Mp7g12800.1				Public
MpTRIHELIX8	Trihelix8		transcription factor, Trihelix		Mapoly0011s0011.1; Mp4g10240.1				Public
MpTRIHELIX9	MpTrihelix9		transcription factor, Trihelix		Mapoly0011s0057.1; Mp4g10710.1				Public
MpTUA1	TUA1 (α-tubulin1)		α-tubulin						Public
MpTUA2	TUA2 (α-tubulin2)		α-tubulin						Public
MpTUA3	TUA3 (α-tubulin3)		α-tubulin						Public
MpTUA4	TUA4 (α-tubulin4)		α-tubulin						Public
MpTUA5	alpha-tubulin 5		alpha-tubulin		Mapoly0120s0003; Mp4g08430	Higo et al., Nat. Commun. 9(1):5283 (2018).	30538242	10.1038/s41467-018-07728-3	Published
MpTUA6	TUA6 (α-tubulin6)		α-tubulin						Public
MpTUA7	TUA7 (α-tubulin7)		α-tubulin						Public
MpTUB1	TUB1 (ß-tubulin1)		ß-tubulin	To analyze microtubule function and cell division in Marchantia, the expression of four MpTUBs was compared and TUB1 was found to be most uniformly expressed in Marchantia polymorpha tissues. The live-cell microtubule marker MpTUB1-GFP was generated, which is expressed under the control of the MpEF1a promoter. The observed intimate cooperation of Marchantia polar organizers comprising TUB1 with preprophase bands provides insight into the evolution of division plane alignment control of land plants.		Buschmann et al., New Phytologist 209, 999-1013 (2016).			Published
MpTUB2	TUB2 (ß-tubulin2)		ß-tubulin	To analyze microtubule function and cell division in Marchantia, the expression of four MpTUBs was compared and TUB1 was found to be most uniformly expressed in Marchantia polymorpha tissues. The live-cell microtubule marker MpTUB1-GFP was generated, which is expressed under the control of the MpEF1a promoter. The observed intimate cooperation of Marchantia polar organizers comprising TUB1 with preprophase bands provides insight into the evolution of division plane alignment control of land plants.		Buschmann et al., New Phytologist 209, 999-1013 (2016).			Published
MpTUB3	TUB3 (ß-tubulin3)		ß-tubulin	To analyze microtubule function and cell division in Marchantia, the expression of four MpTUBs was compared and TUB1 was found to be most uniformly expressed in Marchantia polymorpha tissues. The live-cell microtubule marker MpTUB1-GFP was generated, which is expressed under the control of the MpEF1a promoter. The observed intimate cooperation of Marchantia polar organizers comprising TUB1 with preprophase bands provides insight into the evolution of division plane alignment control of land plants.		Buschmann et al., New Phytologist 209, 999-1013 (2016).			Published
MpTUB5	TUB5 (ß-tubulin5)		ß-tubulin	A ß-tubulin gene missing in Buschmann et al., New Phytologist 209, 999-1013 (2016).					Public
MpTUD	TUD (δ-tubulin)		δ-tubulin						Public
MpTUE	TUE (ε-tubulin)		ε-tubulin						Public
MpTUG	TUG (γ-tubulin)		γ-tubulin						Public
MpTZF	MpTZF		transcription factor, TZF		Mapoly0104s0012.1; Mp6g00540.1				Public
MpUGT	UDP-dependent glycosyltransferase		UDP-dependent glycosyltransferase						Public
MpUSE1A	Unconventional SNARE in the ER 1A		Ortholog of Arabidopsis USE1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpUSE1A driven by the cauliflower mosaic virus 35S promoter is localized to the endoplasmic reticulum.	Mapoly0001s0213; Mp1g18750	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpUSE1B	Unconventional SNARE in the ER 1B		Ortholog of Arabidopsis USE1 genes	The transcript is detected in antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpUSE1B driven by the cauliflower mosaic virus 35S promoter is localized to the nuclear envelope in the thallus cells.	Mapoly0058s0071; Mp5g20910	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP71	Vesicle-associated membrane protein 71		Ortholog of Arabidopsis VAMP7 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpVAMP71 driven by the cauliflower mosaic virus 35S promoter is localized to punctate compartments and the vacuolar membrane.	Mapoly0064s0109; Mp8g00880	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP72A.1	Vesicle-associated membrane protein 72A		Ortholog of Arabidopsis VAMP72 genes	Two splicing variants are detected from this locus. The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings.	Mapoly0076s0053.2; Mapoly0076s0053.3; Mp7g07410.2; Mp7g07410.3	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP72A.2	Vesicle-associated membrane protein 72A		Ortholog of Arabidopsis VAMP72 genes	Two splicing variants are detected from this locus. The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings.	Mapoly0076s0053.1; Mp7g07410.1	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP72B	Vesicle-associated membrane protein 72B		Ortholog of Arabidopsis VAMP72 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpVAMP72B driven by the cauliflower mosaic virus 35S promoter is localized to punctate compartments including the trans-Golgi network and the plasma membrane.	Mapoly0008s0223; Mp8g09990	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP72C	Vesicle-associated membrane protein 72C		Ortholog of Arabidopsis VAMP72 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. The protein harbors the consensus sequence for N-myristoylation in addition to functional domains constituting conventional VAMP7 members.	Mapoly0008s0229; Mp8g09930	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP72D	Vesicle-associated membrane protein 72D		Ortholog of Arabidopsis VAMP72 genes	The transcript is not detected in thalli, antheridiophores, archegoniophores, and sporelings. The protein harbors the consensus sequence for N-myristoylation in addition to functional domains constituting conventional VAMP7 members.	JGI_3.1:scaffold_8:2414714..2416935	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVAMP72E	Vesicle-associated membrane protein 72E		Ortholog of Arabidopsis VAMP72 genes	The transcript is detected in thalli, archegoniophores, and sporelings. The protein harbors the consensus sequence for N-myristoylation in addition to functional domains constituting conventional VAMP7 members.	Mapoly0008s0227	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpVICSPER1	VOLTAGE-DEPENDENT ION CHANNEL IN SPERM 1		putative voltage-dependent ion channel			In preparation			Public
MpVICSPER2	VOLTAGE-DEPENDENT ION CHANNEL IN SPERM 2		putative voltage-dependent ion channel			In preparation			Public
MpVPS33	Vacuolar Protein Sorting 33		SM (Sec1/Munc-18) family protein	A potential subunit of the HOPS and CORVET complexes					Public
MpVPS45	Vacuolar Protein Sorting 45		SM (Sec1/Munc-18) family protein	SM protein for vacuolar protein sorting potentially involved in the regulation of SNARE protein at the trans-Golgi network					Public
MpVTI1	Vps10 (Ten) interacting		Ortholog of Arabidopsis VTI1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpVTI1 driven by the cauliflower mosaic virus 35S promoter is localized to the trans-Golgi network.	Mapoly0019s0067; Mp1g12970	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpWOX	WUSCHEL-RELATED HOMEOBOX		Homeodomain protein	Genome paper Mapoly0014s0060	Mapoly0014s0060; Mp1g11660				Public
MpWRKY1	MpWRKY1		transcription factor, WRKY		Mapoly0007s0001.1; Mp3g00010.1				Public
MpWRKY10	MpWRKY10		transcription factor, WRKY		Mapoly0057s0012.1; Mp7g06550.1				Public
MpWRKY11	MpWRKY11		transcription factor, WRKY		Mapoly0061s0030.1; Mp1g24950.1				Public
MpWRKY12	MpWRKY12		transcription factor, WRKY		Mapoly0162s0001.1; Mp4g00200.1				Public
MpWRKY13	MpWRKY13		transcription factor, WRKY		Mapoly0162s0003.1; Mp4g00180.1				Public
MpWRKY14	MpWRKY14		transcription factor, WRKY		Mapoly0467s0001.1; Mp6g16800.1				Public
